Time,Tk,R
883,"21,6657924","17,6669807"
884,"21,716835","17,666769"
885,"21,762577","17,6672592"
886,"21,8541507","17,6685581"
887,"21,9034347","17,669197"
888,"21,8947505","17,669815"
889,"21,8451976","17,6710414"
890,"21,8162841","17,6715297"
891,"21,8180923","17,6722087"
892,"21,8376693","17,6734333"
893,"21,8584537","17,6736373"
894,"21,849266","17,6749324"
895,"21,8391551","17,6756649"
896,"21,8048057","17,6760616"
897,"21,7907962","17,6769447"
898,"21,7790832","17,6776885"
899,"21,7810726","17,6789093"
900,"21,7966918","17,6795597"
901,"21,7971858","17,6794376"
902,"21,8238639","17,6805572"
903,"21,8310184","17,6812477"
904,"21,8083839","17,6814594"
905,"21,7990322","17,683937"
906,"21,7907867","17,6822681"
907,"21,786375","17,6824436"
908,"21,7863025","17,6848125"
909,"21,7890033","17,6862506"
910,"21,7821006","17,6860065"
911,"21,7757949","17,6852989"
912,"21,7743053","17,6878795"
913,"21,7529697","17,6886825"
914,"21,7330093","17,6892471"
915,"21,7668132","17,6902999"
916,"21,7924194","17,6909828"
917,"21,8084735","17,6914691"
918,"21,847414","17,6915702"
919,"21,8719921","17,6931381"
920,"21,8770866","17,6938285"
921,"21,8812923","17,6936302"
922,"21,8942317","17,6945133"
923,"21,8918838","17,6951255"
924,"21,8705825","17,696413"
925,"21,8860607","17,6971855"
926,"21,894289","17,6976795"
927,"21,8973445","17,6981296"
928,"21,8618888","17,6990108"
929,"21,8615036","17,6996059"
930,"21,8607044","17,7005672"
931,"21,8768825","17,7013072"
932,"21,8797359","17,7022495"
933,"21,854763","17,7026309"
934,"21,8567371","17,7041416"
935,"21,8588161","17,7049255"
936,"21,8553485","17,7049922"
937,"21,846014","17,7056694"
938,"21,8526859","17,7067909"
939,"21,8852481","17,7071914"
940,"21,9145202","17,7079124"
941,"21,9040794","17,7086467"
942,"21,9619274","17,7091503"
943,"21,959959","17,7103557"
944,"21,9531669","17,7103366"
945,"21,9423904","17,7109756"
946,"21,9650306","17,7121715"
947,"21,946947","17,7127418"
948,"21,9417495","17,7133426"
949,"21,9405384","17,71389"
950,"21,9448623","17,7143249"
951,"21,9401092","17,7153625"
952,"21,9427719","17,7163085"
953,"21,9423084","17,7164516"
954,"21,9396858","17,7173213"
955,"21,9654235","17,7180042"
956,"21,9742183","17,7186946"
957,"21,9827785","17,7195453"
958,"21,9934043","17,7200527"
959,"22,0089855","17,7214546"
960,"22,0112609","17,7219619"
961,"21,9826526","17,7227287"
962,"21,9383487","17,7237453"
963,"21,8965568","17,7241115"
964,"21,8740215","17,7249698"
965,"21,8380966","17,7254867"
966,"21,8529567","17,7258281"
967,"21,8492469","17,7265491"
968,"21,8340892","17,7273139"
969,"21,8487415","17,7283935"
970,"21,8327522","17,7288551"
971,"21,8407135","17,7292442"
972,"21,8599033","17,7300891"
973,"21,8517112","17,7313957"
974,"21,8501796","17,7306823"
975,"21,8942012","17,7318744"
976,"21,9030971","17,7331409"
977,"21,8762702","17,7345657"
978,"21,8655643","17,7345962"
979,"21,8754425","17,7353687"
980,"21,8646049","17,7355403"
981,"21,866312","17,7366046"
982,"21,872837","17,7371959"
983,"21,8680305","17,7380237"
984,"21,8643989","17,7380886"
985,"21,8605442","17,738676"
986,"21,8173236","17,739561"
987,"21,8093032","17,739603"
988,"21,8016662","17,7404727"
989,"21,7934036","17,7419719"
990,"21,7807807","17,7427463"
991,"21,7737236","17,7429771"
992,"21,8079223","17,7435359"
993,"21,8394851","17,7444744"
994,"21,8250045","17,7454547"
995,"21,7902679","17,7457218"
996,"21,7675666","17,7468395"
997,"21,7470607","17,7470531"
998,"21,7343235","17,7479248"
999,"21,7478733","17,7484455"
1000,"21,7217102","17,7491645"
1001,"21,7105197","17,7500019"
1002,"21,7168617","17,7502498"
1003,"21,7209148","17,7515068"
1004,"21,7321491","17,7519493"
1005,"21,7340698","17,7525634"
1006,"21,725687","17,7537803"
1007,"21,7043018","17,7539367"
1008,"21,6881141","17,7546768"
1009,"21,6826934","17,7555522"
1010,"21,6725883","17,7561721"
1011,"21,6716327","17,7563743"
1012,"21,6903381","17,7581596"
1013,"21,7052898","17,7630653"
1014,"21,7531299","17,7581443"
1015,"21,7520885","17,7599143"
1016,"21,7421207","17,7613143"
1017,"21,7458419","17,7604579"
1018,"21,75144","17,7622795"
1019,"21,7522373","17,7622222"
1020,"21,7516975","17,7625083"
1021,"21,7586212","17,7634315"
1022,"21,7566471","17,7644691"
1023,"21,765665","17,7656612"
1024,"21,7649993","17,7658748"
1025,"21,775568","17,7666091"
1026,"21,8250675","17,7672805"
1027,"21,8518333","17,7679882"
1028,"21,8303375","17,7693004"
1029,"21,8233432","17,7682342"
1030,"21,8044757","17,7688865"
1031,"21,7885627","17,7700748"
1032,"21,7916774","17,770874"
1033,"21,7946434","17,7716979"
1034,"21,8017902","17,7721061"
1035,"21,7991619","17,7726135"
1036,"21,8078536","17,7731056"
1037,"21,7719955","17,7736721"
1038,"21,7408332","17,7750129"
1039,"21,7256755","17,77569"
1040,"21,7156047","17,7767143"
1041,"21,7168788","17,7774696"
1042,"21,7190265","17,7784404"
1043,"21,7134895","17,7791042"
1044,"21,7098274","17,7785987"
1045,"21,7144737","17,7794361"
1046,"21,7256145","17,7796306"
1047,"21,7323226","17,7802906"
1048,"21,7641696","17,7812595"
1049,"21,7995281","17,7817153"
1050,"21,8171348","17,7823181"
1051,"21,8214092","17,7835674"
1052,"21,8191738","17,7842807"
1053,"21,7844238","17,7855167"
1054,"21,8221054","17,7852592"
1055,"21,8568572","17,7858924"
1056,"21,8910217","17,7867221"
1057,"21,8971214","17,7874031"
1058,"21,9221363","17,7878723"
1059,"21,9416751","17,7885494"
1060,"21,9608936","17,7890892"
1061,"21,9543018","17,7896499"
1062,"21,966259","17,7903499"
1063,"21,9719924","17,7909641"
1064,"21,9964942","17,7915973"
1065,"22,0176773","17,7921562"
1066,"22,0192279","17,7931442"
1067,"21,9824714","17,7939453"
1068,"21,9414119","17,794279"
1069,"21,9106006","17,795166"
1070,"21,8667812","17,7954597"
1071,"21,8336467","17,7965297"
1072,"21,8379535","17,7971725"
1073,"21,8420639","17,797018"
1074,"21,8374767","17,7981834"
1075,"21,8310012","17,7988548"
1076,"21,8180866","17,8002662"
1077,"21,8306217","17,8006095"
1078,"21,8151721","17,8014202"
1079,"21,8017578","17,8015232"
1080,"21,7780914","17,8026618"
1081,"21,767889","17,8026256"
1082,"21,7688293","17,8032245"
1083,"21,7701034","17,8043327"
1084,"21,7588825","17,8049983"
1085,"21,7533798","17,8053283"
1086,"21,7477283","17,8057994"
1087,"21,740839","17,8063678"
1088,"21,7362384","17,8071632"
1089,"21,7671318","17,8080463"
1090,"21,7942237","17,8090534"
1091,"21,8767013","17,8095245"
1092,"21,8916606","17,8106193"
1093,"21,9183406","17,8111934"
1094,"21,9302825","17,8118705"
1095,"21,9727172","17,8117351"
1096,"21,9898452","17,8127288"
1097,"22,0110797","17,8128776"
1098,"22,0164699","17,8140945"
1099,"22,0198268","17,814331"
1100,"22,0072517","17,8147068"
1101,"21,9798965","17,8151111"
1102,"21,9726963","17,8163337"
1103,"21,9686355","17,8170928"
1104,"21,9550991","17,8175544"
1105,"21,949665","17,8185577"
1106,"21,9498538","17,8188304"
1107,"21,959074","17,8199176"
1108,"21,9739017","17,8210544"
1109,"21,9842491","17,8210105"
1110,"21,9832782","17,8217906"
1111,"21,9804515","17,8224258"
1112,"21,9643554","17,8231773"
1113,"21,9397811","17,8239097"
1114,"21,9193763","17,8245849"
1115,"21,9479122","17,8250732"
1116,"21,946062","17,8252944"
1117,"21,9335212","17,8263034"
1118,"21,9227619","17,8270092"
1119,"21,9286079","17,8275527"
1120,"21,9549026","17,8277835"
1121,"21,9801998","17,827919"
1122,"21,9812526","17,8290328"
1123,"21,9811916","17,8300781"
1124,"21,988018","17,8302669"
1125,"21,994522","17,8306255"
1126,"21,9708766","17,8319282"
1127,"21,9538536","17,832592"
1128,"21,9264297","17,8328895"
1129,"21,9058341","17,8337783"
1130,"21,8747844","17,8338088"
1131,"21,8716106","17,8352012"
1132,"21,8678379","17,8359546"
1133,"21,8826522","17,8363666"
1134,"21,880928","17,8368892"
1135,"21,854988","17,8373584"
1136,"21,8277454","17,8376731"
1137,"21,8043575","17,8388252"
1138,"21,7693309","17,8396873"
1139,"21,7582321","17,840187"
1140,"21,7451648","17,840641"
1141,"21,7330894","17,8414974"
1142,"21,7128772","17,8418807"
1143,"21,7174472","17,8426284"
1144,"21,7835979","17,8434333"
1145,"21,8460311","17,843544"
1146,"21,8673458","17,8445339"
1147,"21,8861598","17,8448715"
1148,"21,8727798","17,8454074"
1149,"21,8419303","17,8462791"
1150,"21,8354454","17,8469219"
1151,"21,8434677","17,8476562"
1152,"21,867794","17,8483009"
1153,"21,8931655","17,8488922"
1154,"21,873743","17,8498249"
1155,"21,8408756","17,8504161"
1156,"21,8113822","17,8511352"
1157,"21,8267078","17,8512401"
1158,"21,8307514","17,8518352"
1159,"21,8118972","17,8528957"
1160,"21,806652","17,8532218"
1161,"21,7955226","17,8540115"
1162,"21,7907962","17,8548469"
1163,"21,8184833","17,8551025"
1164,"21,8569602","17,8555793"
1165,"21,8855953","17,8566017"
1166,"21,8813514","17,8568534"
1167,"21,8886184","17,8572864"
1168,"21,871397","17,8579559"
1169,"21,8602752","17,8587551"
1170,"21,8465919","17,8594245"
1171,"21,8604793","17,8599052"
1172,"21,8610649","17,8608226"
1173,"21,856224","17,8617439"
1174,"21,8313713","17,8622722"
1175,"21,8094615","17,8624229"
1176,"21,7850131","17,8634681"
1177,"21,7613868","17,863615"
1178,"21,7607402","17,8644714"
1179,"21,7415542","17,8646202"
1180,"21,7234153","17,8649749"
1181,"21,7152538","17,8656616"
1182,"21,7260074","17,8661289"
1183,"21,7369499","17,867033"
1184,"21,7333469","17,8679351"
1185,"21,7357921","17,8686122"
1186,"21,7320213","17,8693141"
1187,"21,7228698","17,8699264"
1188,"21,7192764","17,8703041"
1189,"21,7263031","17,8710956"
1190,"21,7304248","17,8716621"
1191,"21,7447662","17,8726253"
1192,"21,7629795","17,8731098"
1193,"21,776802","17,8734378"
1194,"21,7827396","17,8739318"
1195,"21,7760448","17,8747558"
1196,"21,7901592","17,8755016"
1197,"21,793457","17,8761348"
1198,"21,7909317","17,8761138"
1199,"21,7868785","17,8772506"
1200,"21,7904415","17,8778114"
1201,"21,8207893","17,8788318"
1202,"21,8842926","17,8789825"
1203,"21,9114532","17,8793029"
1204,"21,9312744","17,8807888"
1205,"21,9192581","17,8815746"
1206,"21,9346389","17,8817119"
1207,"21,9517993","17,8821716"
1208,"21,9250965","17,8829135"
1209,"21,9062862","17,8831253"
1210,"21,9028854","17,8837795"
1211,"21,8968467","17,8839797"
1212,"21,924385","17,8853225"
1213,"21,957674","17,8857307"
1214,"21,9668445","17,88665"
1215,"21,9792995","17,8874435"
1216,"21,9859371","17,8879165"
1217,"21,9510669","17,8876247"
1218,"21,9288692","17,8881893"
1219,"21,9083003","17,8891716"
1220,"21,9007339","17,8902873"
1221,"21,8883857","17,8911399"
1222,"21,8893337","17,8907585"
1223,"21,8803749","17,8918056"
1224,"21,8743801","17,8923568"
1225,"21,877079","17,8929042"
1226,"21,8819274","17,8935852"
1227,"21,8906536","17,8941078"
1228,"21,8843383","17,8945541"
1229,"21,8836154","17,8956489"
1230,"21,8900623","17,8960151"
1231,"21,8944129","17,8966865"
1232,"21,8900089","17,8969879"
1233,"21,8783111","17,8976993"
1234,"21,8819198","17,8981876"
1235,"21,8830795","17,8992881"
1236,"21,8930587","17,8997001"
1237,"21,9059467","17,8996696"
1238,"21,9190139","17,9003677"
1239,"21,9379692","17,901575"
1240,"21,9267539","17,901741"
1241,"21,9365882","17,9026165"
1242,"21,9367504","17,9036254"
1243,"21,9288845","17,903944"
1244,"21,9083423","17,9045505"
1245,"21,8967056","17,9048976"
1246,"21,8857803","17,9056949"
1247,"21,8892364","17,906414"
1248,"21,8881816","17,9067401"
1249,"21,8734683","17,9076061"
1250,"21,8929977","17,907917"
1251,"21,8901119","17,9082851"
1252,"21,8948554","17,9088363"
1253,"21,8875885","17,9095306"
1254,"21,8954563","17,9108619"
1255,"21,9318733","17,9108066"
1256,"21,9608745","17,9115619"
1257,"21,9798088","17,9117698"
1258,"22,0043773","17,91259"
1259,"21,9985446","17,9131412"
1260,"22,0158882","17,9143695"
1261,"22,0060234","17,9150218"
1262,"22,0012702","17,9152927"
1263,"22,0027885","17,9156398"
1264,"22,0205364","17,9160995"
1265,"22,0206165","17,9168338"
1266,"22,0301818","17,917612"
1267,"22,014616","17,918087"
1268,"21,9973144","17,9185771"
1269,"21,9829025","17,919115"
1270,"21,9769439","17,9199008"
1271,"21,9718437","17,9206905"
1272,"21,9636631","17,9206714"
1273,"21,9682235","17,9211196"
1274,"21,9817237","17,9224586"
1275,"21,9825077","17,9225845"
1276,"21,9867877","17,9236984"
1277,"21,9870719","17,9240016"
1278,"21,9731807","17,9243927"
1279,"21,9761047","17,9246768"
1280,"21,9664821","17,9257831"
1281,"21,970869","17,9263877"
1282,"21,9649505","17,9267826"
1283,"21,9698371","17,9274005"
1284,"21,9735641","17,9280452"
1285,"21,9671306","17,9288272"
1286,"21,9543743","17,929636"
1287,"21,9540328","17,9297237"
1288,"21,9535923","17,9301948"
1289,"21,9739074","17,9316024"
1290,"21,9921035","17,9317321"
1291,"22,0216693","17,9320831"
1292,"22,0311374","17,9317283"
1293,"22,0412445","17,9327259"
1294,"22,0470447","17,9332656"
1295,"22,0390453","17,9344539"
1296,"22,0161972","17,934864"
1297,"21,9887523","17,935625"
1298,"21,9629306","17,9359779"
1299,"21,934206","17,9368915"
1300,"21,9164924","17,9374275"
1301,"21,9123306","17,9377174"
1302,"21,9206657","17,9380111"
1303,"21,9171714","17,9389247"
1304,"21,9241294","17,939619"
1305,"21,9300575","17,9401073"
1306,"21,9393024","17,9402866"
1307,"21,9441013","17,9410495"
1308,"21,9356594","17,9417629"
1309,"21,9302444","17,9421806"
1310,"21,906393","17,9434642"
1311,"21,8976936","17,9437046"
1312,"21,8907623","17,9436721"
1313,"21,8720817","17,944519"
1314,"21,8490066","17,9449748"
1315,"21,8498992","17,9457607"
1316,"21,8499832","17,945898"
1317,"21,8336181","17,946947"
1318,"21,8031711","17,9475784"
1319,"21,7911071","17,9477233"
1320,"21,7745246","17,9489555"
1321,"21,7716903","17,9496746"
1322,"21,7724876","17,9500255"
1323,"21,7752132","17,9502773"
1324,"21,7543544","17,9510116"
1325,"21,7507877","17,9519424"
1326,"21,756546","17,9531478"
1327,"21,7489719","17,9526042"
1328,"21,7498073","17,9532909"
1329,"21,7718791","17,9539432"
1330,"21,8222923","17,9544544"
1331,"21,8897247","17,9547939"
1332,"21,901371","17,9567928"
1333,"21,8830032","17,9570865"
1334,"21,9015388","17,9579582"
1335,"21,9395236","17,9567108"
1336,"21,9632072","17,9576053"
1337,"21,988636","17,9583663"
1338,"22,0070133","17,9588203"
1339,"21,956707","17,9588432"
1340,"21,9177093","17,9594917"
1341,"21,8820419","17,9606552"
1342,"21,8663997","17,9616012"
1343,"21,8713703","17,9616851"
1344,"21,8807773","17,9621601"
1345,"21,8603191","17,962799"
1346,"21,8421382","17,9632549"
1347,"21,8466472","17,9637794"
1348,"21,8636054","17,9649791"
1349,"21,8730506","17,9653453"
1350,"21,9211559","17,9657154"
1351,"21,9248313","17,966463"
1352,"21,9253597","17,9673309"
1353,"21,9270324","17,9682426"
1354,"21,9055519","17,9684295"
1355,"21,8851985","17,9684963"
1356,"21,880907","17,9695091"
1357,"21,8730411","17,9696674"
1358,"21,8654289","17,9705162"
1359,"21,8515262","17,9708271"
1360,"21,8404083","17,9715023"
1361,"21,831747","17,9719791"
1362,"21,8231124","17,9727706"
1363,"21,8212223","17,9730014"
1364,"21,816061","17,9742546"
1365,"21,8151264","17,9747104"
1366,"21,8171672","17,9753589"
1367,"21,8263301","17,9757633"
1368,"21,8473758","17,976242"
1369,"21,8631057","17,9764823"
1370,"21,8841876","17,9772815"
1371,"21,8779602","17,977745"
1372,"21,8582191","17,9778766"
1373,"21,8476772","17,9783878"
1374,"21,843069","17,9791126"
1375,"21,8303966","17,9794616"
1376,"21,8308334","17,9801349"
1377,"21,8504467","17,9811058"
1378,"21,8462543","17,9812793"
1379,"21,8713893","17,9823131"
1380,"21,9011993","17,983057"
1381,"21,9132366","17,9837951"
1382,"21,940155","17,9841556"
1383,"21,965456","17,9846515"
1384,"22,0013408","17,9851016"
1385,"22,0235519","17,9856986"
1386,"22,0576877","17,9863853"
1387,"22,0714645","17,9862995"
1388,"22,0519523","17,9876194"
1389,"22,0372562","17,987545"
1390,"22,0340671","17,9882774"
1391,"22,0139503","17,9895324"
1392,"21,9980201","17,9899234"
1393,"21,9813499","17,9899845"
1394,"21,939661","17,9908695"
1395,"21,9058475","17,9908638"
1396,"21,8965034","17,9916439"
1397,"21,8943347","17,9927444"
1398,"21,8773307","17,9925823"
1399,"21,8912639","17,9932994"
1400,"21,883316","17,9936676"
1401,"21,8855342","17,994421"
1402,"21,8745174","17,9951534"
1403,"21,8704242","17,9960002"
1404,"21,8659019","17,9967193"
1405,"21,8459453","17,9968986"
1406,"21,856966","17,9971046"
1407,"21,8521385","17,9977684"
1408,"21,9131698","17,9986076"
1409,"21,9443397","17,9989414"
1410,"21,9154529","17,9995307"
1411,"21,8958225","18,000082"
1412,"21,8720912","18,0007553"
1413,"21,8547916","18,0012397"
1414,"21,8485202","18,001564"
1415,"21,852993","18,0024185"
1416,"21,8421306","18,00317"
1417,"21,8452415","18,0035667"
1418,"21,8671379","18,0036087"
1419,"21,8435306","18,00424"
1420,"21,8501567","18,0048179"
1421,"21,8898906","18,0049591"
1422,"21,886671","18,0056838"
1423,"21,8723735","18,0066566"
1424,"21,8552131","18,0077152"
1425,"21,8714008","18,0075168"
1426,"21,8748893","18,00844"
1427,"21,8504714","18,0089092"
1428,"21,8428211","18,0093269"
1429,"21,8212146","18,0094585"
1430,"21,8030147","18,0100669"
1431,"21,7923507","18,0107479"
1432,"21,7848873","18,0115489"
1433,"21,7717571","18,0122947"
1434,"21,7746925","18,0126857"
1435,"21,774311","18,0132579"
1436,"21,760889","18,0137481"
1437,"21,7639408","18,0143032"
1438,"21,7508449","18,0147476"
1439,"21,7394504","18,0152053"
1440,"21,7380599","18,015913"
1441,"21,7225418","18,0163822"
1442,"21,7186355","18,0171222"
1443,"21,7116622","18,0178699"
1444,"21,7050743","18,018135"
1445,"21,7294921","18,0181789"
1446,"21,735527","18,0185413"
1447,"21,7607879","18,018877"
1448,"21,7673568","18,0204563"
1449,"21,7899723","18,0209465"
1450,"21,820755","18,0212364"
1451,"21,8430557","18,0217761"
1452,"21,8545436","18,0219726"
1453,"21,8576602","18,0223312"
1454,"21,8732662","18,0230007"
1455,"21,88241","18,0234737"
1456,"21,9089984","18,0240097"
1457,"21,9114456","18,0250148"
1458,"21,9184474","18,0257034"
1459,"21,9275207","18,0259246"
1460,"21,9341812","18,0263366"
1461,"21,949686","18,0274963"
1462,"21,9632091","18,0279998"
1463,"21,9624748","18,0284214"
1464,"21,9872493","18,0288963"
1465,"21,9744777","18,0291233"
1466,"21,9815921","18,0298004"
1467,"21,9826183","18,0302848"
1468,"21,9848499","18,0309734"
1469,"21,983776","18,0308647"
1470,"21,9781818","18,031908"
1471,"21,9876384","18,0323543"
1472,"21,9932441","18,032978"
1473,"22,0014495","18,0337066"
1474,"21,9888515","18,0344562"
1475,"22,0012302","18,0341072"
1476,"22,0218143","18,0346755"
1477,"22,0376243","18,0352249"
1478,"22,0469036","18,0366649"
1479,"22,0733127","18,0368003"
1480,"22,0622749","18,0370273"
1481,"22,0679416","18,0373668"
1482,"22,07728","18,0379924"
1483,"22,0647258","18,0390148"
1484,"22,0945453","18,0397891"
1485,"22,1180591","18,0396919"
1486,"22,1085414","18,0404205"
1487,"22,0955657","18,0413837"
1488,"22,0889663","18,0408706"
1489,"22,0850028","18,0418987"
1490,"22,0929203","18,042551"
1491,"22,1668224","18,0431404"
1492,"22,1710338","18,0436859"
1493,"22,1554203","18,0440387"
1494,"22,1402988","18,0448207"
1495,"22,1605415","18,0456638"
1496,"22,1534252","18,0460968"
1497,"22,1354904","18,0469341"
1498,"22,141817","18,0471858"
